,ID,Arabic,English,Label,text
71,72.0, احنا وسط شعوب تصدق الغرب في الاشياء اللي تعجبهم لما الغرب قالوا لقينا لقاح انبسطوا بس لما طلعوا اطباء من الغرب وقالوا ان اللقاح غير آمن وفعال كانت ردة الفعل لا نرى لا نسمع لا نتكلم مين عطاهم الاحقية انهم يساومون على حياتنا وصحتنا مين عطاهم الاحقية يقررون عننا,"We are among people who believe the West in the things they like. When the West said we had a vaccine, they were happy, but when doctors came out from the West and said that the vaccine is not safe and effective, the reaction was that we do not see, we do not hear, we do not speak. Who gave them the right?",2,str احنا وسط شعوب تصدق الغرب في الاشياء اللي تعجبهم لما الغرب قالوا لقينا لقاح انبسطوا بس لما طلعوا اطباء من الغرب وقالوا ان اللقاح غير آمن وفعال كانت ردة الفعل لا نرى لا نسمع لا نتكلم مين عطاهم الاحقية انهم يساومون على حياتنا وصحتنا مين عطاهم الاحقية يقررون عننا
72,73.0,يواصل مركز لقاحات كورونا بمنطقة #تبوك استقباله للمواطنين والمقيمين المسجلين عبر تطبيق #صحتي لإعطائهم لقاح كوفيد - 19 بما يتماشى مع التدابير الاحترازية والوقائية. https://t.co/yezDJIHU0F,"The Corona Vaccine Center in #Tabuk continues to receive citizens and residents registered through the #MyHealth app to give them the Covid-19 vaccine, in line with precautionary and preventive measures. https://t.co/yezDJIHU0F",3,strيواصل مركز لقاحات كورونا بمنطقة #تبوك استقباله للمواطنين والمقيمين المسجلين عبر تطبيق #صحتي لإعطائهم لقاح كوفيد - 19 بما يتماشى مع التدابير الاحترازية والوقائية. https://t.co/yezDJIHU0F
73,74.0, دلتا تنتشر في اوساط الملقحين بجرعتين حسب وكالات الأنباء المختلفه بلاش تضحكوا على الناس تتاجرون بصحتهم من لايريد لقاحكم السام لا تجبرونه تفرضونه عليه بالقوة هذا دليل جهلكم ليس تحضر منكم ثم ان اي لقاح يحتاج سنوات ليثبت فعاليته انتم من أعطاكم الحق تجربونه على البشر هل هم فئران,@afifa__0 Delta spreads among vaccinated people with two doses according to different news agencies. Don't laugh at people. Trade in their health. Who doesn't want your poisonous vaccine? Don't force him to impose it on him by force. mice,2,str دلتا تنتشر في اوساط الملقحين بجرعتين حسب وكالات الأنباء المختلفه بلاش تضحكوا على الناس تتاجرون بصحتهم من لايريد لقاحكم السام لا تجبرونه تفرضونه عليه بالقوة هذا دليل جهلكم ليس تحضر منكم ثم ان اي لقاح يحتاج سنوات ليثبت فعاليته انتم من أعطاكم الحق تجربونه على البشر هل هم فئران
74,75.0,""" مو معقول كل مكان يفول لك لازم لقاح  هذا قرار وزارة الصحة 
اللقاح غير آمن وله آثار جانبية خطيرة 
لاحولا ولا قوة إلا بالله العلي العظيم رحمتك يارب 
الله يكفينا شرهم وشر ذا القرار.""","It is not reasonable that every place tells you that a vaccine is required. This is the decision of the Ministry of Health
The vaccine is not safe and has serious side effects
There is no power nor strength except with God, the Most High, the Great, your mercy, Lord
May God protect us from their evil and the evil of the decision.”",2,"str"" مو معقول كل مكان يفول لك لازم لقاح  هذا قرار وزارة الصحة 
اللقاح غير آمن وله آثار جانبية خطيرة 
لاحولا ولا قوة إلا بالله العلي العظيم رحمتك يارب 
الله يكفينا شرهم وشر ذا القرار."""
75,76.0,عندك دليل علمي يثبت أن اللقاح غير آمن ولا بس كلام فاضي من رأسك  بدل ما تشجع  الناس جالس تخوفهم ماتريد تاخذ لقاح جلس في بيتكم ولا تجلس تصدعنا  ,"Do you have scientific evidence that proves that the vaccine is not safe? Isn't it just empty talk from your head? Instead of encouraging people sitting down and frightening them, you don't want to take a vaccine.",3,strعندك دليل علمي يثبت أن اللقاح غير آمن ولا بس كلام فاضي من رأسك  بدل ما تشجع  الناس جالس تخوفهم ماتريد تاخذ لقاح جلس في بيتكم ولا تجلس تصدعنا  
76,77.0, وزارة الصناعة الصيدلانية: تقديم ترخيص لمجمع صيدال لإستعمال العلامة التجارية هو دليل على ثقة الشريك الصيني في كفاءات و قدرات المجمع الجزائري العمومي صيدال في إنتاج لقاح ذو جودة و فعالية يتماشى مع المقاييس و المعايير الدوليةI,The Ministry of Pharmaceutical Industry: Providing a license to the Saidal complex to use the trademark is evidence of the Chinese partner's confidence in the competencies and capabilities of the Algerian General Assembly of Saidal in producing a vaccine of quality and effectiveness in line with international standards and standards.,1,str وزارة الصناعة الصيدلانية: تقديم ترخيص لمجمع صيدال لإستعمال العلامة التجارية هو دليل على ثقة الشريك الصيني في كفاءات و قدرات المجمع الجزائري العمومي صيدال في إنتاج لقاح ذو جودة و فعالية يتماشى مع المقاييس و المعايير الدوليةI
77,78.0,"""ذا لانسيت"": التحليل المؤقت للمرحلة الثالثة من التجارب السريرية يظهر مأمونية وفعالية لقاح ""كورونافاك"" https://t.co/Eu77dBsVWm",“The Lancet”: Interim analysis of the third phase of clinical trials shows the safety and effectiveness of the “CoronaVac” vaccine https://t.co/Eu77dBsVWm,1,"str""ذا لانسيت"": التحليل المؤقت للمرحلة الثالثة من التجارب السريرية يظهر مأمونية وفعالية لقاح ""كورونافاك"" https://t.co/Eu77dBsVWm"
78,79.0,"""📍 ما الفرق بين اللقاحات المتوفرة لِـ #كورونا ؟ وكيف يتم حساب فعاليّة كل #لقاح ؟

#لقاح_كورونا 
#لقاح_فايزر 
#لقاح_أسترازينكا https://t.co/lBYGtrHgcx""","📍 What is the difference between the available vaccines for #Corona? And how is the effectiveness of each #vaccine calculated?

#coronavirus
#Pfizer _ vaccine
# AstraZeneca vaccine https://t.co/lBYGtrHgcx",3,"str""📍 ما الفرق بين اللقاحات المتوفرة لِـ #كورونا ؟ وكيف يتم حساب فعاليّة كل #لقاح ؟

#لقاح_كورونا 
#لقاح_فايزر 
#لقاح_أسترازينكا https://t.co/lBYGtrHgcx"""
79,80.0,@KUW_Q8Y أنا أسمع إن لقاح فايزر فعال وشديد المفعول عن لقاح إكسفورد 😍😍🙈🙈, I hear that the Pfizer vaccine is more effective than the Oxford vaccine 😍😍🙈🙈,1,str@KUW_Q8Y أنا أسمع إن لقاح فايزر فعال وشديد المفعول عن لقاح إكسفورد 😍😍🙈🙈
80,81.0,"""#لقاح_كورونا

بنسبة لي كمواطن سعودي اعلم يقينا واثق كل الثقه ان حكومتنا حريصه كل الحرص على اختيار افضل اللقاحات واكثرها كفاءاه 
وعندما يحين الوقت ساحصل على اللقاح بدون تردد باذن الله""","#coronavirus

As for me, as a Saudi citizen, I know with certainty and confidence that our government is very keen to choose the best and most efficient vaccines.
And when the time comes, I will get the vaccine without hesitation, God willing.”",1,"str""#لقاح_كورونا

بنسبة لي كمواطن سعودي اعلم يقينا واثق كل الثقه ان حكومتنا حريصه كل الحرص على اختيار افضل اللقاحات واكثرها كفاءاه 
وعندما يحين الوقت ساحصل على اللقاح بدون تردد باذن الله"""
81,82.0,"مُؤشرات مُبشرة
وجُهود مُقدرة
شكرًا من الأعماق لكل القائمين عليها
نحتاج الآن للإستمرار على نفس المسار بمعدل تطعيم مُتزايد
مع المحافظة على الإجراءات الوقائية 
وسَنصل بإذن الله إلى الأهدافِ المنشودة 
وأنتم #مقاطعة_تخرج_جسق 
كُلنا مُتضامنين معكم
@SQUCOFFEE 
@Squ_2013 https://t.co/21E2YQotit","Promising signs
Appreciated efforts
A heartfelt thank you to all involved
We now need to continue on the same path with an increasing vaccination rate
While maintaining preventive measures
We will, God willing, reach the desired goals
And you are #boycotting_graduation_jasaq
We are all in solidarity with you
@SQUCOFFEE
@Squ_2013 https://t.co/21E2YQotit",1,"strمُؤشرات مُبشرة
وجُهود مُقدرة
شكرًا من الأعماق لكل القائمين عليها
نحتاج الآن للإستمرار على نفس المسار بمعدل تطعيم مُتزايد
مع المحافظة على الإجراءات الوقائية 
وسَنصل بإذن الله إلى الأهدافِ المنشودة 
وأنتم #مقاطعة_تخرج_جسق 
كُلنا مُتضامنين معكم
@SQUCOFFEE 
@Squ_2013 https://t.co/21E2YQotit"
82,83.0,#ألمانيا || تستعد #جامعة_أوكسفورد لإطلاق المرحلتين الثانية والثالثة من التجارب البشرية على لقاح لفيروس #كورونا، بعدما اختتمت المرحلة الأولى من التطعيمات، بنجاح، وذلك بهدف اختبار فعاليته على فئة أوسع من المجتمع ورصد آثاره الجانبية المحتملة. https://t.co/ygyY7wBvU3,"#Germany || Oxford University is preparing to launch the second and third phases of human trials on a vaccine for the Corona virus, after the first phase of vaccinations was successfully concluded, with the aim of testing its effectiveness on a broader group of society and monitoring its potential side effects. https://t.co/ygyY7wBvU3",3,str#ألمانيا || تستعد #جامعة_أوكسفورد لإطلاق المرحلتين الثانية والثالثة من التجارب البشرية على لقاح لفيروس #كورونا، بعدما اختتمت المرحلة الأولى من التطعيمات، بنجاح، وذلك بهدف اختبار فعاليته على فئة أوسع من المجتمع ورصد آثاره الجانبية المحتملة. https://t.co/ygyY7wBvU3
83,84.0,"صدمة بشأن لقاح آمن وفعَّال أنتجه الجيش الصيني لمواجهة «فيروس كورونا» ""","
Shock about a safe and effective vaccine produced by the Chinese army to confront the ""Corona virus""",1,"strصدمة بشأن لقاح آمن وفعَّال أنتجه الجيش الصيني لمواجهة «فيروس كورونا» """
84,85.0,"""يوجد حاليًا أكثر من 169 لقاحًا مرشحًا لـ COVID-19 قيد التطوير، 26 منهم في مرحلة التجربة البشرية. عندما يتم العثور على لقاح آمن وفعال، سيتم تسهيل الوصول والتوزيع العادل لهذه اللقاحات لحماية البشر في جميع البلدان مع إعطاء الأولوية للأشخاص الأكثر عرضة للخطر.

منظمة الصحة العالمية""","“There are currently more than 169 COVID-19 vaccine candidates in development, 26 of them are in the human trial phase. When a safe and effective vaccine is found, access and equitable distribution of these vaccines will be facilitated to protect people in all countries with priority given to those most at risk.

Global Health Organization""",3,"str""يوجد حاليًا أكثر من 169 لقاحًا مرشحًا لـ COVID-19 قيد التطوير، 26 منهم في مرحلة التجربة البشرية. عندما يتم العثور على لقاح آمن وفعال، سيتم تسهيل الوصول والتوزيع العادل لهذه اللقاحات لحماية البشر في جميع البلدان مع إعطاء الأولوية للأشخاص الأكثر عرضة للخطر.

منظمة الصحة العالمية"""
85,86.0,"""فايزر النمسا"": هدفنا تطوير لقاح آمن ومتاح https://t.co/ZsymO8UkKS | #الإمارات_اليوم",Pfizer Austria: Our goal is to develop a safe and available vaccine https://t.co/ZsymO8UkKS | #Emirates today,1,"str""فايزر النمسا"": هدفنا تطوير لقاح آمن ومتاح https://t.co/ZsymO8UkKS | #الإمارات_اليوم"
86,87.0,اذا نجح هاللقاح أعتقد راح يكون لقاح موثوق للكثير من الناس https://t.co/oUqVoYzlux,"If this vaccine succeeds, I think it will be a reliable vaccine for many people https://t.co/oUqVoYzlux",1,strاذا نجح هاللقاح أعتقد راح يكون لقاح موثوق للكثير من الناس https://t.co/oUqVoYzlux
87,88.0,فعالية لقاح كورونا تعتمد على طريقة حقنه https://t.co/H7TTliSKmU,The effectiveness of the Corona vaccine depends on the method of injection. https://t.co/H7TTliSKmU,3,strفعالية لقاح كورونا تعتمد على طريقة حقنه https://t.co/H7TTliSKmU
88,89.0,"""📸 نعيم العبودي عضو مجلس النواب العراقي:

في وقت تتنافس فيه العظمى على ابتكار لقاحات مضادة لفايروس كورونا،تقدم إيران كأول دولة إسلامية ثلاثة لقاحات،الأول سيطرح في الأسواق بعد شهر،و الثاني مشترك مع كوبا،و الثالث من معهد رازي...انجاز رائع نهني مسلمي العالم عليه https://t.co/waovJnKopD""","📸 Naeem Al-Aboudi, member of the Iraqi Parliament:

At a time when the great powers are competing to create vaccines against the Corona virus, Iran, as the first Islamic country, offers three vaccines. /t.co/waovJnKopD",1,"str""📸 نعيم العبودي عضو مجلس النواب العراقي:

في وقت تتنافس فيه العظمى على ابتكار لقاحات مضادة لفايروس كورونا،تقدم إيران كأول دولة إسلامية ثلاثة لقاحات،الأول سيطرح في الأسواق بعد شهر،و الثاني مشترك مع كوبا،و الثالث من معهد رازي...انجاز رائع نهني مسلمي العالم عليه https://t.co/waovJnKopD"""
89,90.0,"""قالت: يجب أن نكون أقوياء، يجب نثبت أرجلنا في كل ميدان للرجل! ، يجب أن نصبر كما صبروا ، يجب نقتحم كل الميادين، ... الخ !
قلت: أنت لا تفعلين شيء سوى قتل فطرتك، ومواصلة قتلها كل يوم، الرجل لن يخسر شيء!
#النسوية
#هل_ستاخذون_لقاح_كورونا""تعلن الموجهه الصحية بمدرسة الطفولة المبكرة والإبتدائية بخضيرة ضمد عن ضرورة الإلتزام بالإحترازات الوقائية  اثناء زيارة المدرسة لإستلام الكتب
مع تمنياتنا للجميع بالصحه والسلامة. https://t.co/VJffNsSzB5""","She said: We must be strong, we must prove our legs in every field of man!, we must be patient as they were patient, we must storm all fields, ... etc!",3,"str""قالت: يجب أن نكون أقوياء، يجب نثبت أرجلنا في كل ميدان للرجل! ، يجب أن نصبر كما صبروا ، يجب نقتحم كل الميادين، ... الخ !
قلت: أنت لا تفعلين شيء سوى قتل فطرتك، ومواصلة قتلها كل يوم، الرجل لن يخسر شيء!
#النسوية
#هل_ستاخذون_لقاح_كورونا""تعلن الموجهه الصحية بمدرسة الطفولة المبكرة والإبتدائية بخضيرة ضمد عن ضرورة الإلتزام بالإحترازات الوقائية  اثناء زيارة المدرسة لإستلام الكتب
مع تمنياتنا للجميع بالصحه والسلامة. https://t.co/VJffNsSzB5"""
90,91.0,"""الصحة العالمية"" تدعو لتطوير لقاح آمن ضد فيروس كورونا",The World Health Organization calls for the development of a safe vaccine against the Corona virus,1,"str""الصحة العالمية"" تدعو لتطوير لقاح آمن ضد فيروس كورونا"
91,92.0,"نحن لم نتراجع أبداً أمام التحديات الكبيرة، ونحن نجهّز الآن لتوفير بليوني جرعة من اللقاحات الآمنة والفعّالة ضد #كوفيد19.
","We have never backed down from great challenges, and we are now preparing to provide two billion doses of safe and effective vaccines against #COVID19.",1,"strنحن لم نتراجع أبداً أمام التحديات الكبيرة، ونحن نجهّز الآن لتوفير بليوني جرعة من اللقاحات الآمنة والفعّالة ضد #كوفيد19.
"
92,93.0,"""موقع مباشر - السعودية/ #عاجل .. """"فايزر"""" تزف خبرًا بشأن لقاح كورونا: فعال بنسبة 90 بالمائة - عبر تطبيق نبض @NabdApp",Mubasher site - Saudi Arabia / # Urgent .. “Pfizer” announces news about the Corona vaccine: 90 percent effective - via the @NabdApp pulse application,1,"str""موقع مباشر - السعودية/ #عاجل .. """"فايزر"""" تزف خبرًا بشأن لقاح كورونا: فعال بنسبة 90 بالمائة - عبر تطبيق نبض @NabdApp"
93,94.0,"""وإذا ثبتت هذه النتائج، فإن هذا المستوى من الحماية سيضع هذا اللقاح على قدم المساواة مع لقاحات الطفولة عالية الفعالية لأمراض مثل الحصبة، وقالت الشركة المطورة للقاح إنه لم تتم ملاحظة أي مخاوف خطيرة تتعلق بالسلامة."" نقلا عن شبكة الجزيرة","If proven, this level of protection would put this vaccine on par with highly effective childhood vaccines for diseases such as measles. The vaccine developer said no serious safety concerns were noted. Quoted from Al Jazeera Network",1,"str""وإذا ثبتت هذه النتائج، فإن هذا المستوى من الحماية سيضع هذا اللقاح على قدم المساواة مع لقاحات الطفولة عالية الفعالية لأمراض مثل الحصبة، وقالت الشركة المطورة للقاح إنه لم تتم ملاحظة أي مخاوف خطيرة تتعلق بالسلامة."" نقلا عن شبكة الجزيرة"
94,95.0,كوفيد19: لقاح أسترازينيكا وأكسفورد فعال بنسبة 70٪ ضد كوفيد19 https://t.co/rW1yYmTOul,Covid 19: AstraZeneca and Oxford vaccine is 70% effective against Covid 19 https://t.co/rW1yYmTOul,1,strكوفيد19: لقاح أسترازينيكا وأكسفورد فعال بنسبة 70٪ ضد كوفيد19 https://t.co/rW1yYmTOul
95,96.0,"""#ويش_يحبون_الرجال
لقاح فايزر اثبت فعاليه لمحاربه فايروس كورونا ووزاره الصحه عندنا اكدت ان اللقاح آمن نصيحه لا تصدقون الاشاعات https://t.co/jyCcuExJWJ""","The Pfizer vaccine has proven effective in fighting the Corona virus, and our Ministry of Health has confirmed that the vaccine is safe. Our advice is not to believe the rumors",1,"str""#ويش_يحبون_الرجال
لقاح فايزر اثبت فعاليه لمحاربه فايروس كورونا ووزاره الصحه عندنا اكدت ان اللقاح آمن نصيحه لا تصدقون الاشاعات https://t.co/jyCcuExJWJ"""
96,97.0,"""""""شعور رائع.. لا يختلف عن أي لقاح آخر"""".. هذا ما قالته أول أميركية تلقت لقاح #كورونا

#أميركا
#العربية https://t.co/7jjyiVGD8Z""","""""""A wonderful feeling..it is no different from any other vaccine""""..this is what the first American woman to receive the #Corona vaccine said

#America
#Arabic https://t.co/7jjyiVGD8Z",1,"str""""""شعور رائع.. لا يختلف عن أي لقاح آخر"""".. هذا ما قالته أول أميركية تلقت لقاح #كورونا

#أميركا
#العربية https://t.co/7jjyiVGD8Z"""
97,98.0,"#السعودية تبدأ أكبر حملة تطعيم ضد #كورونا.. ووزير الصحة يتلقى أول جرعة لطمأنة المواطنين على سلامة اللقاح
#العربية https://t.co/xvJreBWZXB","“Saudi Arabia begins the largest vaccination campaign against Corona … and the Minister of Health receives the first dose to reassure citizens of the safety of the vaccine
#Arabic https://t.co/xvJreBWZXB",1,"str#السعودية تبدأ أكبر حملة تطعيم ضد #كورونا.. ووزير الصحة يتلقى أول جرعة لطمأنة المواطنين على سلامة اللقاح
#العربية https://t.co/xvJreBWZXB"
98,99.0,"""لمن يعتقدون ان فترة تصنيع لقاح كورونا كانت غير كافيه وان اللقاح غير آمن،، 
في صناعة اللقاحات خلال الجوائح والاوبئة يوجد مايسمى بال Fast Track او المسار السريع وهو تسريع التجارب ولكن شرط ان يمر اللقاح ببروتوكلات وتجارب تضمن انه آمن
#لا_للإشاعات""","For those who believe that the period of manufacturing the Corona vaccine was insufficient and that the vaccine is not safe,,
In the manufacture of vaccines during pandemics and epidemics, there is what is called the Fast Track, which is the acceleration of trials, but on the condition that the vaccine passes protocols and experiments that guarantee that it is safe
#No_to_rumors",1,"str""لمن يعتقدون ان فترة تصنيع لقاح كورونا كانت غير كافيه وان اللقاح غير آمن،، 
في صناعة اللقاحات خلال الجوائح والاوبئة يوجد مايسمى بال Fast Track او المسار السريع وهو تسريع التجارب ولكن شرط ان يمر اللقاح ببروتوكلات وتجارب تضمن انه آمن
#لا_للإشاعات"""
99,100.0,"#أبي_حنّا لـ""#الانباء"": لقاح ""#فايزر"" فعال.. وسنكون امام صفحة صحية جديدة ابتداء من آذار المقبل - جريدة الأنباء الإلكترونية https://t.co/UStyOybH8R"," “Pfizer” vaccine is effective..and we will be in front of a new health page, starting next March - Al-Anbaa electronic newspaper https://t.co/UStyOybH8R",1,"str#أبي_حنّا لـ""#الانباء"": لقاح ""#فايزر"" فعال.. وسنكون امام صفحة صحية جديدة ابتداء من آذار المقبل - جريدة الأنباء الإلكترونية https://t.co/UStyOybH8R"
100,101.0,""" منطقك ساذج وتافه!
لماذا قالوا في بداية أزمة كورونا أن الكمامة غير مفيدة؟
بعدين غيروا الكلام وصارت إلزامية
وبعدين قالوا ان لقاح استرازينيكا آمن وفعّال وأي شخص ينتقد اللقاح عليه غرامة 25 مليون ريال؟
وطلع قرار ان اللقاح غير آمن وسحبوه في أكثر من دولة؟
هذا تخبّط واضح""","Your logic is naive and petty!
Why did they say at the beginning of the Corona crisis that the muzzle is useless?
Then they changed the words and it became mandatory
And then they said that the AstraZeneca vaccine is safe and effective, and anyone who criticizes the vaccine has a fine of 25 million riyals?
And a decision came out that the vaccine is unsafe and they withdrew it in more than one country?
This is a clear flop.""",2,"str"" منطقك ساذج وتافه!
لماذا قالوا في بداية أزمة كورونا أن الكمامة غير مفيدة؟
بعدين غيروا الكلام وصارت إلزامية
وبعدين قالوا ان لقاح استرازينيكا آمن وفعّال وأي شخص ينتقد اللقاح عليه غرامة 25 مليون ريال؟
وطلع قرار ان اللقاح غير آمن وسحبوه في أكثر من دولة؟
هذا تخبّط واضح"""
101,102.0,@AHMQATI ياخوي احمد نبي لقاح معتمد ماله عوراض خطيره فيه فايده يحميك ويصد عنك المرض اما لقاح تجريبي لايقي ولايخفف وله اعراض خطيره انت عمرك سمعت جلطه فالعين؟بعدين فيه تقنيه جديده اول مره تجرب عالبشر حنا مو دكاتره لكن نشوف امثله حيه على اضرار فعليه للقاح نطلب من المسؤولين حريه الاختيار فقط.,"@AHMQATI My brother Ahmed Nabi, an approved vaccine has no serious symptoms, it has benefits that protect you and ward off disease, but an experimental vaccine does not prevent or relieve it and has serious symptoms. Have you ever heard of a stroke in the eye? Then there is a new technology that has been tested on humans for the first time. We are not doctors, but we see live examples of the actual damages of the vaccine. Officials are free to choose only.",2,str@AHMQATI ياخوي احمد نبي لقاح معتمد ماله عوراض خطيره فيه فايده يحميك ويصد عنك المرض اما لقاح تجريبي لايقي ولايخفف وله اعراض خطيره انت عمرك سمعت جلطه فالعين؟بعدين فيه تقنيه جديده اول مره تجرب عالبشر حنا مو دكاتره لكن نشوف امثله حيه على اضرار فعليه للقاح نطلب من المسؤولين حريه الاختيار فقط.
102,103.0, اولا اللقاح ما يمنع الشخص من الاصابة وثانيا يبقى الشخص ناقل للعدوى وثالثا اللقاح غير آمن .. لقاح لتخفيف الاعراض ؟!! والشخص اذا انصاب ما يموت !!؟ ممكن بدون لقاح تكون العراض خفيفة وممكن بدون اللقاح الشخص ما يموت 😅,"First, the vaccine does not prevent the person from getting infected, secondly, the person remains a carrier of the infection, and thirdly, the vaccine is not safe.. A vaccine to relieve symptoms?!! And if a person gets infected, he doesn't die!!? It is possible without a vaccine that the symptoms will be mild, and it is possible that without the vaccine the person will not die 😅",2,str اولا اللقاح ما يمنع الشخص من الاصابة وثانيا يبقى الشخص ناقل للعدوى وثالثا اللقاح غير آمن .. لقاح لتخفيف الاعراض ؟!! والشخص اذا انصاب ما يموت !!؟ ممكن بدون لقاح تكون العراض خفيفة وممكن بدون اللقاح الشخص ما يموت 😅
103,104.0,"""فيديو دكتور يشرح لماذا اللقاح غير آمن 
1- هو لقاح للطوارئ فقط وليست هناك دراسات تثبت انه آمن 
2- لماذا طلبو مصنعي اللقاح من الحكومات 
عدم ملاحقتهم قانونيا في حال حدوث اي كارثة 
#ساحة_الإرادة #لا_للتطعيم_الاجباري 
#الكويت""","Video of a doctor explaining why the vaccine is not safe
1- It is a vaccine for emergencies only, and there are no studies proving that it is safe
2-Why did the vaccine manufacturers ask the governments
Not to pursue them legally in the event of any disaster
#will _ square #no _ to _ compulsory _ vaccination
#Kuwait""",2,"str""فيديو دكتور يشرح لماذا اللقاح غير آمن 
1- هو لقاح للطوارئ فقط وليست هناك دراسات تثبت انه آمن 
2- لماذا طلبو مصنعي اللقاح من الحكومات 
عدم ملاحقتهم قانونيا في حال حدوث اي كارثة 
#ساحة_الإرادة #لا_للتطعيم_الاجباري 
#الكويت"""
104,105.0,""" لماذا لا يقوم هؤلاء الى أخذ لقاح كورونا حتى الان على الرغم من أنه يستطيع 
هل هذا دليل عل ان اللقاح غير آمن""","Why don't they take the Corona vaccine yet, even though it can
Is this evidence that the vaccine is not safe?",2,"str"" لماذا لا يقوم هؤلاء الى أخذ لقاح كورونا حتى الان على الرغم من أنه يستطيع 
هل هذا دليل عل ان اللقاح غير آمن"""
105,106.0,"""وجدو علاج فعال لڤيروس covid19""
مفيش أي لقاح لحد دلوقتي آمن وفعال ولكنهم بدأو بالفعل بالعمل على واحد وممكن يستغرق عدة أشهر .","“They found an effective treatment for the covid-19 virus.”There is no vaccine yet that is safe and effective, but they have already started working on one and it may take several months.”",2,"str""وجدو علاج فعال لڤيروس covid19""
مفيش أي لقاح لحد دلوقتي آمن وفعال ولكنهم بدأو بالفعل بالعمل على واحد وممكن يستغرق عدة أشهر ."
106,107.0,""" لقاح فئران التجارب
المنظمة تأكد اللقاح غير آمن ولا يحمل أي موافقة للتصنيع حسب كلام تأكيد المنظمة نسبة الامان فاللقاح لا تتعدي 50٪""","Vaccine for experimental rats
The organization confirmed that the vaccine is not safe and does not carry any approval for manufacturing, according to the organization’s confirmation, the safety rate of the vaccine does not exceed 50%.",2,"str"" لقاح فئران التجارب
المنظمة تأكد اللقاح غير آمن ولا يحمل أي موافقة للتصنيع حسب كلام تأكيد المنظمة نسبة الامان فاللقاح لا تتعدي 50٪"""
107,108.0,@Toomy149 @AJELNEWS24 من يومه فاشل ترى اللي فعلا ناجح لقاح فايزر وبايونتيك و لقاح جونسون اند جونسون و لقاح مودرنا الباقي كلها كلام فاضي," Since his day is a failure, you see what really works, the Pfizer and BioNTech vaccines, the Johnson & Johnson vaccine, and the Moderna vaccine. The rest are all empty talk.",2,str@Toomy149 @AJELNEWS24 من يومه فاشل ترى اللي فعلا ناجح لقاح فايزر وبايونتيك و لقاح جونسون اند جونسون و لقاح مودرنا الباقي كلها كلام فاضي
108,109.0,"""#تطعيم_الكورونا غير جيد
#كورونا صارلها سنة كاملة تسرح و تمرح و صابت ٨٠٪ من كوكب الأرض ، بعد سنة يبون يعطونك #لقاح مصنوع (من سنة) ، علما بأن نفس العلماء بعد ساعة يقولك الفيروس يتغير بإستمرار😂
لكن التاجر يبي يبيع
 #المصري يبي الرشوة
الكويتي يبي يسوي نفسه فاهم
#لقاح_كورونا""","#Coronavirus vaccination is not good
#Corona has been a full year of fun and fun and infected 80% of the planet, after a year they want to give you a #vaccine made (from a year), knowing that the same scientists after an hour tell you the virus is constantly changing 😂
But the merchant sells
  #The Egyptian wants bribery
The Kuwaiti who wants to settle himself understands
#coronavirus",2,"str""#تطعيم_الكورونا غير جيد
#كورونا صارلها سنة كاملة تسرح و تمرح و صابت ٨٠٪ من كوكب الأرض ، بعد سنة يبون يعطونك #لقاح مصنوع (من سنة) ، علما بأن نفس العلماء بعد ساعة يقولك الفيروس يتغير بإستمرار😂
لكن التاجر يبي يبيع
 #المصري يبي الرشوة
الكويتي يبي يسوي نفسه فاهم
#لقاح_كورونا"""
109,110.0,هل كان خبر صادما عندما تم إيقاف تجربة لقاح أسترازينكا/أوكسفورد عندما مرض أحد المتطوعين؟ هل يعني ذلك أن اللقاح غير آمن للإنسان؟ بفضل منصة لقاحات كوفيد١٩ الافتراضية، ستحصل على كل المعلومات الخاصة بلقاح كوفيد١٩ من البروفسورة سارة جلبيرت، سجل الان: ,"Was it shocking news when the AstraZeneca/Oxford vaccine trial was halted when a volunteer fell ill? Does this mean that the vaccine is not safe for humans? Thanks to the virtual Covid-19 vaccines platform, you will get all the information about the Covid-19 vaccine from Professor Sarah Gilbert. Register now:",2,strهل كان خبر صادما عندما تم إيقاف تجربة لقاح أسترازينكا/أوكسفورد عندما مرض أحد المتطوعين؟ هل يعني ذلك أن اللقاح غير آمن للإنسان؟ بفضل منصة لقاحات كوفيد١٩ الافتراضية، ستحصل على كل المعلومات الخاصة بلقاح كوفيد١٩ من البروفسورة سارة جلبيرت، سجل الان: 
110,111.0,"يقول ليما طعم يجب ان تتخذ اجراء وقائي مو اقل من ٢١ يوم بعدم الاختلاط مع من هم حولك لان الجسم يمر في اصعب مراحل الدفاعية وبناء قوة لمحاربة الفايروس 
ليش ماتعطون اجازة من العمل لكل من طعموا واهي فرصه تشجع التوافد على التطعيم . 
#تطعيم_كورونا","Lima Ta’me says, “You should take a precautionary measure, not less than 21 days, not to mix with those around you, because the body is going through the most difficult stages of defense and building strength to fight the virus.”
Why don't you give leave from work to everyone who was vaccinated, when it is an opportunity that encourages influxes to get vaccinated.
#coronavirus vaccination",3,"strيقول ليما طعم يجب ان تتخذ اجراء وقائي مو اقل من ٢١ يوم بعدم الاختلاط مع من هم حولك لان الجسم يمر في اصعب مراحل الدفاعية وبناء قوة لمحاربة الفايروس 
ليش ماتعطون اجازة من العمل لكل من طعموا واهي فرصه تشجع التوافد على التطعيم . 
#تطعيم_كورونا"
